"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.062221,-0.75108,-0.91047,-0.055825,3.1968,-0.5776,-0.36871
-0.062221,-1.4633,0.97468,3.1436,-0.072089,-0.052806,0.37904
-0.062221,-0.51886,2.3473,1.3544,-2.9364,0.18756,0.39641
-0.062221,0.02894,2.2039,-0.66423,-0.29046,0.82689,2.3038
-0.062221,0.06351,0.71467,-1.1699,-0.65682,2.4138,-0.1738
-0.062221,0.16783,0.6457,-1.4881,0.096109,2.5218,-2.6816
-0.062221,0.098439,-2.1396,-0.50819,-0.098916,0.096913,-0.52219
-0.062221,0.22663,-2.4832,-0.82673,0.0047384,-1.3827,-0.23664
-0.062221,0.036285,-0.68601,-0.41091,-0.10365,-1.5477,0.016722
-0.062221,0.68296,-0.83804,-0.33446,0.0024496,-0.96626,-0.19921
-0.062221,0.572,-0.21788,-0.33978,-0.31242,-0.25024,0.2244
-0.062221,1.2356,-0.68885,0.049714,0.74423,-0.67366,0.24816
-0.062221,2.3476,0.72918,0.54678,0.6428,-0.21745,0.17851
1.6776,0.12711,-0.41445,-0.10703,2.5277,-0.49848,0.32463
1.1272,0.12711,0.25509,1.4941,0.043626,-0.098389,-0.034326
-1.0773,0.12711,0.60273,0.84667,-2.7657,0.060851,0.095218
0.046484,0.12711,1.8577,0.017575,-0.19214,-0.27386,-0.086977
-0.20546,0.12711,0.60385,0.016314,-0.25628,0.28951,-0.11619
1.0099,0.12711,1.0289,-1.4825,0.2273,-0.30928,1.6683
-1.2968,0.12711,-1.0145,-1.1191,-0.086643,1.7115,-0.77651
-1.6852,0.12711,-2.0699,-0.058442,-0.27207,1.3963,-1.2327
0.23108,0.12711,-0.32878,-0.23753,-0.038,-0.78116,0.027617
-0.21811,0.12711,-0.85876,-0.16024,0.054566,0.27911,-0.36966
-0.05052,0.12711,0.082732,-0.11574,-0.4197,-0.37961,-0.17593
0.12945,0.12711,-0.36929,-0.12684,1.0419,-1.4215,0.0081821
