"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.011083,0.62412,2.7294,0.19666,0.46515,2.0849,1.0921,1.9013
0,1.7764,1.3027,0,0.39653,4.3983,1.6378,2.9654
0.038497,2.8928,0.2896,0.39331,0.60239,1.9942,1.4511,1.206
0.010687,2.7127,0.072399,0.98328,1.22,1.8128,1.0059,0.48242
0.01849,2.2086,0,2.3599,1.5631,1.1324,0.73305,0.21283
0.034576,1.4884,0,2.5565,2.0205,1.4499,0.56071,0.29796
0.027594,0.87619,0.11041,2.7532,2.295,0.95093,0.38838,0.42566
0.041898,0.62412,0.0010734,3.1465,2.2035,0.54268,0.43146,0.4966
0.02501,0.40806,5.9981e-07,3.3432,1.4258,0.45196,0.57507,0.86551
0.021084,0.26402,4.647e-10,1.9666,1.1285,0.17979,0.8623,0.99321
0.05222,0.15599,7.2517e-07,1.5733,0.67101,0.17979,1.408,1.2202
0.039443,0.11998,0.0022454,1.3766,0.41941,0.089073,1.6952,1.3905
0.036068,0.69614,2.7512,0.58997,0.23642,1.4045,2.0974,1.9155
0.6556,0.051011,3.0094,0,0.030566,1.6313,3.3899,2.029
3.6198,0.10751,0.86848,0,0.030566,3.8087,3.1601,4.7106
3.5321,0.097101,0.072399,0,0.030566,0.81484,3.3037,4.6539
4.0232,0.055297,0,0,0.030566,0.17979,3.7345,4.3276
4.0056,0.039276,0,0,0.030566,0.089073,3.7489,4.4978
3.9705,0.018899,0,0,0.030566,0.089073,3.9356,4.81
3.6373,0.056493,0.40484,0,0.030566,0.17979,3.5478,4.5262
0.74329,0.12815,0.0013231,0,0.030566,0.17979,3.3899,2.1567
0.11188,0.043057,5.6649e-07,0,0.030566,0.089073,3.5909,1.5466
0.041718,0.10704,4.5924e-10,0,0.030566,0.089073,3.3037,1.5466
0.024178,0.039956,7.2517e-07,0,0.030566,0.089073,3.3037,1.6601
0.024178,0,0.0022696,0,0.030566,0.089073,3.4617,1.4047
0.69068,0.0091632,3.0046,0,0.030566,1.2685,3.275,2.0999
0.70822,0.51609,3.0794,0,0.46515,1.4953,0,1.6459
2.2868,3.1448,1.158,0.19666,0.44228,4.353,0.0047202,1.8729
1.1292,2.8928,0.2172,0.58997,1.3343,1.6313,0.028979,0.55336
0.72576,2.5687,0,0.78663,1.9519,1.4499,0.02167,0.18445
0.84853,2.6767,0,1.5733,2.478,0.81484,0.023961,0.24121
0.74329,2.5327,0,1.7699,2.9354,1.0416,0.044836,0.31215
0.62052,1.9925,0.073607,3.1465,3.6902,1.0416,0.03956,0.14189
0.12941,1.1283,0.00084875,2.9498,3.2328,0.6334,0.017931,0.11351
0.024178,0.69614,5.7482e-07,1.7699,2.478,0.81484,0.042089,0.29796
0.024178,0.37205,4.5377e-10,1.7699,1.8375,0.36124,0.027112,0.6243
0.024178,0.22801,7.2517e-07,0.58997,1.1285,0.13443,0.022176,0.8797
0.024178,0.192,0.0022696,0.78663,0.62526,0.13443,0.015196,0.82294
0.70822,0.58811,2.7874,0.39331,0.46515,2.0396,0.025457,1.731
0.81345,0.44407,2.7994,0.19666,0.022664,0.12436,1.3649,1.4331
3.0059,2.1365,0.72374,0.39331,0.030141,0.2131,1.5086,1.7452
1.8132,3.0728,0.2172,1.1799,0.035816,0.10293,1.2788,0.66687
0.98885,2.6767,0,0.98328,0.049603,0,0.94846,0.38309
0.6556,2.6047,0,0.58997,0.070063,0.1146,0.63252,0.11351
0.51528,2.3526,0,0.78663,0.057803,0.14532,0.33093,0.056755
0.62052,2.3526,0.33123,2.1632,0.065929,0.088818,0.20168,0.085132
0.059257,1.4524,0.0012232,3.7365,0.015009,0.050434,0.11551,0.028377
0.041718,0.87619,6.3313e-07,2.5565,0.031949,0.050399,0.072428,0.042566
0.024178,0.48008,4.9204e-10,3.7365,0,0.01955,0.10115,0.31215
0.024178,0.37205,7.8157e-07,3.7365,0.028999,0.076862,0.21604,0.78038
0.024178,0.192,0.0023903,3.1465,0.066628,0.12261,0.60379,1.2344
0.76083,0.37205,2.9684,1.9666,0.029001,0.10174,1.1064,1.6175
0.67314,0.9122,2.9744,0.39331,0.67101,1.4953,1.1352,1.731
2.4972,2.8568,1.2308,0.19666,0.57952,3.5365,1.1639,1.3479
1.4273,2.9288,0.2172,0.58997,1.1285,1.3138,0.84794,0.42566
1.0239,2.7487,0,0.39331,1.9976,0.6334,0.51763,0.36891
0.74329,2.5327,0,1.1799,2.2721,0.99629,0.51763,0.22702
0.6556,2.7127,0,1.9666,2.5466,0.81484,0.38838,0.19864
0.5679,1.8845,0,1.3766,2.5237,0.95093,0.27349,0.1277
0.72576,1.7044,0,1.3766,3.0727,0.67876,0.18732,0.14189
0.74329,1.6684,0,0.98328,2.4094,1.0416,0.12987,0.085132
1.1642,2.2446,0,1.3766,2.5695,0.58804,0.12987,0.32634
1.1116,1.5964,0,1.7699,2.8668,1.087,0.086789,0.35472
0.84853,1.6684,0,2.1632,3.0269,1.1777,0.17296,0.26959
0.74329,1.3083,0,1.3766,2.5237,0.99629,0.21604,0.46823
0.58544,0.48008,2.8694,0.58997,0.32791,1.2231,1.9968,1.8445
2.6551,2.6767,0.65136,0.58997,0.35079,2.9014,2.0974,1.802
1.3923,3.0008,0.072399,0.98328,1.0598,1.6767,1.5516,0.65268
0.86607,2.4246,0,0.98328,2.0434,0.86021,0.8623,0.14189
0.79591,2.4606,0,2.3599,2.4094,0.81484,0.54635,0.17026
0.62052,2.0285,0,3.7365,2.6381,1.0416,0.35965,0.19864
0.6556,1.1283,0.073607,3.3432,2.7524,0.99629,0.30221,0.19864
0.14695,0.73215,0.0009486,3.1465,2.661,0.76948,0.30221,0.18445
0.024178,0.40806,5.3316e-07,2.3599,2.5466,0.54268,0.46018,0.45404
0.024178,0.30003,4.2643e-10,1.3766,1.7918,0.36124,0.51763,0.69525
0.024178,0.22801,7.2517e-07,1.7699,1.1285,0.22515,1.049,0.99321
0.024178,0.15599,0.0023179,0.98328,0.69388,0.089073,1.5947,1.2912
0.72576,0.76816,2.9684,0.78663,0.32791,1.2685,1.8389,1.958
0.49774,0.66013,2.9044,0.19666,0.39653,2.0396,1.7096,1.9439
2.6726,3.2889,1.0136,0.39331,0.46515,4.3983,1.724,1.9297
1.5852,2.3886,0.2172,0.39331,0.83112,1.5406,1.1352,0.82294
0.93623,2.7847,0.072399,0.19666,1.2428,1.3138,0.83357,0.24121
0.72576,2.2086,0,0.98328,2.0205,1.0416,0.43146,0.099321
0.46266,2.0285,0,1.3766,2.5237,0.86021,0.30221,0.17026
0.5679,1.3803,0,2.1632,2.8668,0.90557,0.24476,0.1277
1.1292,1.0923,0,1.1799,3.0498,0.81484,0.27349,0.18445
1.48,1.3083,0,1.9666,2.7524,1.0416,0.38838,0.59593
1.8658,1.2363,0,1.9666,2.5923,0.76948,0.38838,0.82294
2.4095,0.69614,0,2.1632,2.3636,0.95093,0.38838,1.1777
2.7077,0.87619,0,1.7699,1.8147,0.4066,0.76177,1.4472
2.5499,0.94821,0,1.3766,1.8604,0.58804,0.89102,1.3905
0.67314,0.69614,2.9744,1.3766,1.1742,2.0396,0.90538,1.3621
2.4972,2.0645,1.0853,1.1799,0.99123,3.8087,1.207,1.4472
2.1289,2.0285,0.26044,0.78663,0.92261,1.7674,1.0634,1.2912
0.55036,1.3443,0.0011231,1.5733,0.85399,0.58804,1.2788,0.45404
0.094336,0.9122,6.3033e-07,0.78663,1.037,0.76948,1.1352,0.55336
0.024178,0.44407,2.4722e-10,0.78663,0.92261,0.49732,1.1352,0.79457
0.024178,0.22801,9.2037e-14,1.1799,0.69388,0.58804,1.2357,0.95064
