"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.054178,1.4596,2.9968,0.35685,1.6882,1.4525,0.38656,0.19852
0,0.50658,0.72071,1.0057,3.0581,3.7889,0.12757,0.59556
0.10271,0.24667,0.072097,2.2384,3.7271,1.6861,0.34956,1.4077
0.036317,0.13115,0,3.1468,3.3129,0.28425,1.6445,2.1296
0.066943,0.13115,0,4.2173,2.1661,0.097336,2.8285,1.0467
0.077285,0.10227,0,3.3738,1.5608,0.097336,3.0875,0.30681
0.047991,0.073388,0.25655,3.2116,1.0511,0.37771,3.4945,0.10828
0.083517,0.044508,0.0014418,1.6869,0.57326,0.19079,2.6435,0.054142
0.076551,0.044508,6.3049e-07,0.64882,0.38212,0.097336,2.1255,0.036095
0.038985,0.27555,5.0087e-10,0.35685,0.28655,0.097336,1.5335,0.054142
0.077438,0.7665,7.6225e-07,0.097323,0.19098,0.097336,1.1635,0.054142
0.054285,2.0661,0.0023082,0.097323,0.22284,0.14406,0.53456,0.21657
0.018724,2.9325,2.956,0.097323,0.79625,1.2655,0.46056,0.14438
0.46215,0.052058,2.9271,0,0.063555,1.5926,1.4965,0.25266
2.1165,0.015248,1.4414,0,0.35026,4.6767,1.9405,1.1009
1.4011,0.0098605,0.21629,0.1622,1.4971,1.4525,2.3475,0.57752
1.5576,0.007839,0,1.2003,1.7519,0.19079,2.1995,0.25266
1.3117,0.035145,0,2.1411,1.529,0.14406,1.7925,0.23462
1.3788,0.023312,0,2.0438,1.0193,0.097336,1.5705,0.30681
1.5129,0.048267,0.25655,1.8816,0.70069,0.23752,1.6815,0.50533
0.2833,0.11371,0.0011684,1.0705,0.41398,0.23752,1.6075,0.54142
0.14916,0.016336,6.056e-07,0.48661,0.31841,0.14406,1.5335,0.32485
0.059734,0.052453,4.6276e-10,0.1622,0.31841,0.097336,1.6445,0.18047
0.059734,0,7.3016e-07,0.12976,0.22284,0.097336,1.7185,0.21657
0.059734,0.031117,0.0023082,0.1622,0.19098,0.097336,1.0525,0.16243
0.41744,0.0598,2.9199,0.12976,0.12727,1.5459,0.86755,0.32485
0.81985,0.50658,2.9271,0,0.063555,1.359,0.069237,3.032
4.1733,0.70874,0.93693,0,0.19098,3.2281,0.014457,4.8547
4.1733,0.27555,0.072097,0,0.70069,1.7796,0.0097505,3.411
4.3298,0.073388,0,0.19465,0.95554,0.42444,0.096277,4.2953
4.5087,0.044508,0,0.51905,1.083,0.23752,0,5.1435
5.0899,0.13115,0,0.68126,0.7644,0.19079,0.08651,5.2879
4.3298,0.21779,0.073299,0.68126,0.35026,0.14406,0.098698,4.6743
0.93163,0.16003,0.0009695,0.29197,0.25469,0.19079,0.036367,2.1115
0.1268,0.073388,5.6412e-07,0.12976,0.19098,0.097336,0.031713,1.7325
0.059734,0.073388,4.5187e-10,0,0.12727,0.097336,0.0046321,1.8769
0.059734,0.073388,7.2214e-07,0,0.063555,0.097336,0.029657,1.9852
0.059734,0.044508,0.0022361,0,0.063555,0.097336,0.081943,2.2018
0.68571,0.41995,3.0281,0,0.063555,2.0599,0.084082,2.6169
