"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.0093768,0.67295,2.7294,0.19666,0.46992,2.0539,1.0944,1.9013
0.045802,1.8236,1.3027,0,0.40124,4.3653,1.6403,2.9654
0.0093122,2.9384,0.2896,0.39331,0.60727,1.9633,1.4536,1.206
0.032549,2.7586,0.072399,0.98328,1.2254,1.782,1.0082,0.48242
0.010388,2.2552,0,2.3599,1.5687,1.1022,0.73528,0.21283
0.02821,1.536,0,2.5565,2.0266,1.4195,0.56289,0.29796
0.028599,0.92466,0.11041,2.7532,2.3013,0.92094,0.3905,0.42566
0.012927,0.67295,0.0010734,3.1465,2.2097,0.51306,0.4336,0.4966
0,0.45719,5.9981e-07,3.3432,1.4314,0.42242,0.57726,0.86551
0.00599,0.31335,4.647e-10,1.9666,1.1338,0.1505,0.86457,0.99321
0.041391,0.20548,7.2517e-07,1.5733,0.67595,0.1505,1.4105,1.2202
0.026616,0.16952,0.0022454,1.3766,0.42414,0.059858,1.6978,1.3905
0.0059195,0.74487,2.7512,0.58997,0.241,1.3741,2.1,1.9155
0.65192,0.16387,3.0094,0,0.034975,1.6007,3.3929,2.029
3.6151,0.16664,0.86848,0,0.034975,3.7761,3.1631,4.7106
3.5275,0.11796,0.072399,0,0.034975,0.78498,3.3068,4.6539
4.0184,0.080408,0,0,0.034975,0.1505,3.7377,4.3276
4.0009,0,0,0,0.034975,0.059858,3.7521,4.4978
3.9658,0.088454,0,0,0.034975,0.059858,3.9388,4.81
3.6327,0.12461,0.40484,0,0.034975,0.1505,3.551,4.5262
0.73959,0.084491,0.0013231,0,0.034975,0.1505,3.3929,2.1567
0.10837,0.068286,5.6649e-07,0,0.034975,0.059858,3.5941,1.5466
0.038231,0.14252,4.5924e-10,0,0.034975,0.059858,3.3068,1.5466
0.020697,0.065898,7.2517e-07,0,0.034975,0.059858,3.3068,1.6601
0.020697,0.049942,0.0022696,0,0.034975,0.059858,3.4648,1.4047
0.68699,0.076863,3.0046,0,0.034975,1.2382,3.278,2.0999
0.70452,0.56507,3.0794,0,0.46992,1.4648,0.022192,1.6459
2.2826,3.1901,1.158,0.19666,0.44703,4.3199,0.034634,1.8729
1.1253,2.9384,0.2172,0.58997,1.3398,1.6007,0.042249,0.55336
0.72205,2.6147,0,0.78663,1.9579,1.4195,0.028434,0.18445
0.84479,2.7226,0,1.5733,2.4844,0.78498,0.020353,0.24121
0.73959,2.5788,0,1.7699,2.9422,1.0116,0.055116,0.31215
0.61685,2.0394,0.073607,3.1465,3.6977,1.0116,0.031058,0.14189
0.1259,1.1764,0.00084875,2.9498,3.2398,0.6037,0.0054104,0.11351
0.020697,0.74487,5.7482e-07,1.7699,2.4844,0.78498,0,0.29796
0.020697,0.42123,4.5377e-10,1.7699,1.8434,0.33178,0.036349,0.6243
0.020697,0.27739,7.2517e-07,0.58997,1.1338,0.10518,0.026058,0.8797
0.020697,0.24144,0.0022696,0.78663,0.63016,0.10518,0.046869,0.82294
0.70452,0.63699,2.7874,0.39331,0.46992,2.0086,0.03383,1.731
