"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.039223,0.17957,0,1.6803,2.9379,-0.91401,2.4276
-0.017592,-0.62569,0.21483,2.3547,-0.34198,-0.96444,0.22302
0.0055874,-1.0731,1.2174,2.2985,-2.7005,-1.0401,-1.3268
0.0041236,-0.53622,1.8618,0.49995,-1.0053,-0.13226,0.49024
-0.025132,-0.2678,1.9334,-0.96139,-0.19457,0.62427,1.6125
0.0064561,-0.088849,1.5038,-1.6359,-0.04716,0.59905,1.0648
-0.04393,0.00062569,-0.93092,-1.6359,-0.04716,0.17035,-1.7945
-0.023425,-0.088849,-2.2915,-0.84898,-0.084012,0.11992,-2.4625
-0.014147,-0.088849,-1.7186,-0.28692,-0.010308,0.11992,-0.51182
0.0047823,0.00062569,-1.2174,-0.23072,-0.010308,0.094698,-0.111
0.016348,0.00062569,-0.50126,-0.11831,-0.010308,0.62427,0.14286
-0.017722,1.3427,-0.071609,-0.062101,1.0584,0.5234,0.82426
0.42705,0.040124,0,-0.11831,1.2795,-0.13226,0.53032
2.3628,-1.2713,0,0.21893,1.4638,-0.03139,1.5858
1.9296,0.051004,0.14322,1.3992,-0.19457,0.82601,2.5344
0.22606,-0.021654,1.0025,1.9613,-2.1846,0.59905,0.59712
0.49628,-0.097989,1.0741,0.49995,-1.079,0.094698,0.20966
-0.079408,-0.15917,0.35804,-0.90518,-0.37883,0.069481,-0.16444
-0.6316,-0.0024291,-0.21483,-1.2424,-0.010308,-0.28357,-0.4183
-2.1707,0.093094,-1.2174,-1.0176,0.063396,-1.2418,-2.035
-2.2059,0.063007,-0.7877,-0.56795,-0.04716,-0.91401,-2.7164
-0.37312,0.071114,-0.071609,-0.28692,-0.084012,0.246,-0.47174
-0.05591,-0.11482,-0.21483,-0.11831,-0.010308,0.22079,0.18294
-0.020664,-0.026513,-0.071609,-0.062101,-0.010308,0.044263,-0.111
0.3318,0.13842,0,-0.062101,1.7954,-0.20791,0.1963
0.37879,1.4978,0,-0.062101,1.0215,-5.9314,0.35663
1.7769,1.0014,0,0.21893,0.94784,-5.7032,0.79754
1.8944,-0.98359,0.14322,2.4109,-0.41568,-0.030983,0.86434
0.54327,-0.80464,1.0025,2.3547,-2.7742,-0.02663,0.53032
