"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.063626,-1.105,1.3442,1.021,2.3598,-0.084905,1.3289
0.038203,-0.84975,2.1786,1.1396,-0.45014,-0.048984,1.0451
0.01046,-0.43202,2.1786,0.42823,-2.2618,0.66945,0.7005
-0.017983,-0.10711,0.76659,-0.6981,-0.81988,1.1005,-0.25216
-0.052448,-0.014282,0.25314,-1.202,-0.2283,0.95682,-1.0224
0.0076068,-0.060697,-0.26032,-1.1427,0.03051,0.77721,-0.7589
-0.035468,0.008926,-1.6402,-0.75738,0.10446,-0.013062,-0.4954
0.0039989,0.032134,-2.2179,-0.43134,-0.080411,-0.73149,-0.21162
0.044658,0.078549,-1.4156,-0.16458,-0.11738,-0.87518,0.11269
-0.041146,0.5427,-0.58123,-0.075655,-0.0064639,-0.94702,0.01134
-0.025965,1.8423,-0.22823,0.042906,-0.0064639,-0.62373,-0.029199
-0.043771,2.2601,-0.035682,0.39859,1.7313,-0.30043,0.1735
0.20848,-1.9221,-0.0035906,-0.075655,1.3616,0.81313,0.15323
1.4168,-2.7733,-0.035682,0.013266,1.2876,0.74129,0.25457
1.1537,0.01597,0.092683,1.0803,-0.56107,-0.4082,0.1735
0.22791,0.010805,0.44568,0.66535,-2.9643,-0.48004,0.1735
0.51277,0.01999,1.0233,-0.22386,-0.81988,0.31023,0.35592
0.3466,0.0074805,0.70241,-0.63882,-0.080411,1.0646,0.072148
-0.41301,0.028861,0.0285,-0.5499,0.03051,0.99274,-0.11028
-1.6948,-0.0050861,-0.74168,-0.2535,-0.0064639,0.38207,-0.37378
-1.4575,0.024501,-0.99841,-0.16458,-0.043437,-0.51596,-0.57648
-0.31806,-0.041751,-0.3245,-0.075655,-0.0064639,-0.73149,-0.11028
-0.05694,-0.037884,-0.099864,-0.016375,-0.0064639,-0.83926,0.2343
-0.0094648,0.032402,-0.099864,0.013266,-0.0064639,-0.15675,0.21403
0.25165,0.02647,-0.067773,0.013266,1.2876,0.16655,-0.0089299
0.96379,0.65042,-0.0035906,0.072546,1.2876,-1.3167,2.7072
4.2633,0.33751,-0.0035906,0.36895,2.6556,-1.2509,3.6801
3.9073,-0.57126,0.12477,1.0507,0.067483,0.041832,1.3289
0.1567,-0.29277,0.76659,0.99139,-3.5189,0.082557,1.1667
0.86883,-0.037489,1.5047,-0.13494,-1.1896,-0.13145,2.1802
