"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.11212,3.1899,-1.5892,-0.82098,2.7857,0.20643,1.0424
-0.023888,1.867,-0.95706,0.031023,-0.38381,0.25831,-1.305
-0.1077,-0.24408,-0.16688,0.88303,-2.2695,-0.10485,-2.5477
0.0027865,-0.32852,0.1492,0.53048,-1.0257,-0.51989,-0.75267
0.082869,0.12184,-0.32491,0.55985,-0.46405,-0.46801,0.21388
-0.005572,-0.13149,-1.4312,0.53048,0.13776,-0.20861,0.21388
-0.0084985,-1.0322,-1.4312,-0.26277,0.33836,0.050792,-0.0968
-0.051382,-1.37,0.1492,-0.58595,0.017395,0.25831,0.21388
0.019051,-0.66629,1.2555,-1.056,-0.46405,0.36207,0.38648
0.050148,-0.44111,0.62331,-1.056,0.13776,0.20643,0.83523
-0.085544,-0.30037,-0.64099,-0.67409,-0.062847,0.31019,1.0769
0.0041102,0.34702,-1.4312,-1.1735,0.85993,0.98463,2.0089
0.5305,-0.286,-0.95706,-2.0843,0.4186,0.88087,-0.40748
2.3129,-0.76726,-0.16688,-1.3204,1.1408,1.0884,-0.71815
1.9514,0.0014799,-0.0088412,0.0016436,0.25812,2.541,0.21388
-0.25295,-0.04904,-0.0088412,0.0016436,-2.6707,1.1921,-2.237
-1.2764,-0.026534,-0.0088412,0.0016436,-1.106,-0.57177,-1.4085
-0.33167,0.038257,-0.0088412,0.0016436,-0.22333,-0.83117,-0.30392
0.57369,-0.007352,-0.0088412,0.0016436,0.017395,-1.765,0.041279
-1.6307,0.028745,-0.0088412,0.0016436,0.097637,-1.0906,0.31744
-1.8275,-0.066718,-0.0088412,0.0016436,-0.10297,0.050792,0.66263
-0.17422,-0.11202,-0.0088412,0.0016436,-0.14309,-0.41613,0.35196
-0.056129,0.04473,-0.0088412,0.0016436,-0.022726,-0.67553,-0.30392
-0.056129,-0.00089621,-0.0088412,0.0016436,-0.022726,0.20643,0.31744
0.65241,-0.0090906,-0.0088412,0.0016436,1.863,0.62147,0.45552
1.1248,0.67364,1.0974,1.3237,1.221,-1.8608,3.1826
4.6675,2.4501,0.93938,1.2356,1.3815,-1.9764,2.6648
1.5578,1.1352,-0.48295,0.53048,0.017395,-0.011098,-3.3762
-3.0084,-0.5537,0.46527,1.1768,-2.3497,-0.13357,-2.8239
-0.88276,0.31888,1.2555,0.73613,-0.62454,0.07052,-0.0968
-0.48913,-0.018896,-0.32491,0.55985,-0.26345,-0.0018155,-0.40748
-1.0009,0.093694,-0.79902,0.44234,0.017395,-0.0023719,-0.40748
-1.67,-0.27223,0.78134,0.17792,-0.022726,0.0091679,-0.027761
-0.8434,-1.1167,-0.0088412,0.29544,-0.14309,0.004045,-0.16584
-0.25295,-0.91962,-0.79902,0.55985,-0.062847,0.027211,0.35196
-0.056129,-0.66629,0.30723,-0.38029,-0.10297,-0.031457,0.49003
-0.016765,-0.49741,-0.32491,-1.6142,-0.42393,0.11121,0.73167
1.2035,0.12184,-0.16688,-1.2617,0.53897,-0.046759,2.2851
0.88859,0.14999,0.1492,-2.0604,-0.30127,0.76339,0.93879
2.6993,1.1633,-0.48295,-1.6482,-1.0151,1.9211,0.90427
0.53432,1.3322,-0.16688,-0.042245,-0.053009,0.56959,-1.3395
-2.9297,-0.075192,0.93938,-0.054521,-0.074093,-0.88305,-3.2036
-0.8434,0.45961,1.4135,-0.036546,-0.014908,-0.98681,-0.47652
-0.60722,0.6285,1.2555,0.036101,-0.0066535,-0.72741,-0.16584
0.14069,-0.46926,1.4135,0.088736,0.086469,-0.26049,-0.027761
-0.33167,-1.2011,-1.1151,-0.061039,0.0074749,-0.10485,-0.23488
-0.80403,-0.97592,-2.0633,-0.030815,-0.1555,0.10267,0.17936
-0.13486,-0.80703,-0.16688,0.027402,-0.053967,0.46583,0.17936
-0.016765,-0.61,0.30723,0.0055089,0.074964,0.62147,0.59359
-0.016765,-0.30037,-0.48295,0.047797,-0.028123,0.88087,0.76619
0.80987,0.23443,-1.4312,0.0023154,-0.15749,1.244,-0.027761
0.88859,0.29073,0.30723,1.5759,1.1318,0.62147,1.2149
-0.68594,-0.27223,0.1492,1.264,0.13832,0.56959,-0.0968
-0.92212,-0.27223,-0.95706,-0.58595,-1.1862,0.20643,-1.9954
-0.17422,-0.18778,-0.32491,-0.52719,-0.10297,-0.10485,-0.78719
-0.016765,0.60035,0.1492,-0.52719,-0.062847,0.31019,-0.2694
-0.016765,1.0789,-0.16688,-0.49781,-0.022726,-0.77929,-0.06228
-0.016765,1.1915,-0.48295,0.031023,0.057516,-1.2462,0.041279
-0.016765,2.2329,-0.0088412,0.91241,0.13776,-0.98681,0.041279
-0.016765,1.867,-0.0088412,1.7057,0.017395,-0.83117,0.041279
-0.016765,0.14999,-0.0088412,2.117,0.17788,-0.51989,-0.16584
-0.016765,-1.2292,0.46527,0.79489,0.218,-0.36425,-0.0968
-0.016765,-1.7359,2.2037,0.060403,0.29824,-0.052968,-0.06228
-0.016765,-1.567,2.5197,0.55985,0.13776,0.10267,0.2484
0.88859,-1.3137,-1.4312,-2.4369,0.81981,2.1779,1.6292
2.4631,1.0507,-3.0115,-2.9363,2.866,2.1779,1.4566
0.29814,1.5011,-0.48295,0.41296,-0.78502,-0.93493,-1.3395
-2.2211,-0.44111,0.78134,1.5588,-3.1521,-1.4537,-1.6502
-0.76467,-0.58185,0.46527,1.0887,-0.50418,-0.77929,-0.16584
0.4556,0.17814,-0.0088412,1.0593,-0.14309,-0.57177,0.17936
0.14069,0.40332,0.1492,1.0593,0.13776,-0.36425,0.28292
-0.72531,-0.69444,0.46527,0.53048,0.37848,-0.26049,0.075799
-0.64658,-1.173,1.0974,0.47172,0.17788,-0.052968,0.11032
-0.056129,-0.86333,1.4135,-0.82098,-0.22333,0.050792,0.55907
-0.016765,-0.5537,-0.64099,-1.3498,-0.30357,0.25831,0.90427
-0.016765,-0.27223,-2.2214,-1.2029,-0.26345,0.56959,1.1114
0.7705,0.34702,-0.79902,-1.0266,1.7426,0.88087,1.0078
0.61305,0.12184,0.30723,-0.70347,0.98029,3.0598,-0.47652
0.49496,1.9796,-0.48295,-0.58595,0.057516,2.1779,-1.5466
-0.44976,2.2048,-0.48295,0.76551,-0.62454,-1.5056,-1.374
-1.0796,0.29073,0.78134,1.7938,-2.0689,-2.3357,-0.78719
-0.056129,2.7677,1.5715,1.7057,-0.50418,-1.7131,-0.0968
-0.095492,1.9233,0.46527,1.265,-0.022726,-0.93493,0.0067591
-0.13486,-0.86333,0.93938,0.79489,0.017395,-0.41613,0.0067591
-0.095492,-1.2292,0.46527,0.5011,0.017395,-0.20861,-0.027761
0.18005,-2.0174,-1.5892,0.17792,0.25812,-0.10485,0.0067591
-0.056129,-0.97592,1.0974,0.0016436,0.25812,-0.052968,0.075799
0.022598,-0.13149,0.62331,0.47172,-0.022726,-0.10485,0.075799
0.14069,-0.72259,-1.1151,-0.35091,0.017395,-0.052968,0.11032
0.33751,-0.46926,-0.48295,-0.64471,0.33836,-0.052968,0.421
0.49496,-1.37,-0.95706,-2.9363,0.73957,2.0741,1.284
2.0695,0.065547,-1.1151,-3.3476,2.545,1.9703,0.83523
0.4556,1.67,-0.0088412,0.64799,-0.62454,-0.41613,-1.236
-2.5754,0.037399,0.62331,0.82427,-2.9917,-0.88305,-1.1669
