"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.05233,0.43891,2.941,1.436,1.2697,1.3272,0.51635,1.4666
0.04238,2.6819,1.3284,0.71798,0.88852,4.8287,0.70768,1.4666
0.061514,2.5024,0.20983,0.53849,1.439,3.0306,0.68217,0.54474
0.0433,2.2034,0,1.6155,1.926,1.1379,0.45257,0.29332
0,2.1436,0,2.3334,2.0954,0.80673,0.26123,0.27935
0.0079159,2.5622,0,1.795,2.4131,1.1853,0.17195,0.20951
0.052075,2.4426,0.10666,2.3334,2.6883,1.2799,0.12092,0.18158
0.056475,1.5155,0.001037,2.5129,2.9001,1.4692,0.095412,0.041903
0.034026,0.91741,5.875e-07,2.3334,3.1541,1.2799,0.057146,0.12571
0.069362,0.52863,4.4365e-10,3.0514,2.7307,0.85404,0.10817,0.36316
0.011662,0.3492,7.3169e-07,3.5899,2.0743,0.38087,0.17195,0.72632
0.027893,0.25948,0.0022392,1.436,1.5026,0.19161,0.36328,1.3409
0.031711,0.58844,3.0425,0.53849,1.0791,1.6584,0.96279,1.5504
0.75578,0.036114,2.8396,0,0.041552,1.6584,3.0419,1.9275
4.3098,0.049733,1.0488,0,0.041552,3.4565,3.1057,3.9528
4.5308,0.056365,0.34971,0,0.041552,1.2799,3.0419,4.6233
4.3834,0.041559,0,0,0.041552,0.47551,2.8634,4.5115
4.6781,0.00013719,0,0,0.041552,0.14429,3.0547,4.8607
4.4019,0.074859,0,0,0.041552,0.096971,3.0675,4.9026
3.6653,0,0.035554,0,0.041552,0.096971,3.2078,4.5115
0.77419,0.045487,0.00089229,0,0.041552,0.14429,3.2588,2.165
0.11127,0.040773,5.3921e-07,0,0.041552,0.096971,3.1057,1.746
0.056023,0.053416,4.0668e-10,0,0.041552,0.096971,3.195,1.8158
0.037609,0.034647,6.6163e-07,0,0.041552,0.096971,3.0292,1.8717
0.037609,0.045726,0.0021926,0,0.041552,0.096971,2.8123,1.746
0.51639,0.035638,2.8676,0,0.041552,1.895,3.1312,2.1231
0.57163,0.73797,2.8396,1.436,0.82499,1.7058,0.022833,1.1872
2.4683,2.8314,1.1886,1.2565,0.7403,3.6931,0,1.3968
1.8238,2.323,0.13988,0.53849,1.185,1.7531,0.029566,0.67045
1.2161,2.3828,0,0.53849,1.6931,1.1379,0.011727,0.44696
0.77419,2.2632,0,1.077,2.0319,1.0906,0.020236,0.26539
1.0136,2.0837,0,2.3334,2.3707,0.85404,0.028185,0.27935
1.0136,1.7548,0.14222,2.8719,2.4766,0.90136,0.033783,0.29332
0.18493,1.2165,0.0012781,3.2309,2.2437,1.1853,0.024296,0.097773
0.037609,0.88751,5.714e-07,2.6924,2.2225,0.57014,0.0063097,0.29332
0.037609,0.58844,4.5949e-10,3.4104,1.9472,0.57014,0.03168,0.50283
0.037609,0.3791,7.4725e-07,1.9745,1.7143,0.52282,0.016474,0.58664
0.037609,0.28938,0.0023092,1.2565,1.2273,0.38087,0.01234,0.81012
0.59005,0.70807,2.9725,1.2565,0.80382,2.2262,0.02371,1.2292
0.51639,0.52863,2.772,0.71798,0.033424,0.1236,0.018879,1.6482
2.5236,2.2632,0.90892,0.35899,0.05062,0,0.018879,1.6482
1.8422,2.652,0.069942,0.53849,0.039045,0.032397,0.018879,0.64251
0.90309,1.9342,0,0.89748,0.086598,0.17225,0.018879,0.34919
0.88468,1.994,0,1.436,0.044801,0.092563,0.018879,0.20951
0.86626,2.2333,0,1.9745,0.053188,0.055489,0.018879,0.15364
0.81102,2.1436,0.071108,2.8719,0.04432,0.064887,0.018879,0.083806
0.12968,1.3959,0.0011817,2.154,0.020281,0.1846,0.018879,0.069838
0.037609,1.037,5.3116e-07,2.5129,0.035648,0.10992,0.018879,0.13968
0.037609,0.58844,4.2252e-10,2.3334,0.036414,0.062453,0.018879,0.48887
0.037609,0.31929,7.1612e-07,1.6155,0,0.11489,0.018879,0.40506
0.037609,0.16976,0.0022625,1.6155,0.046419,0.091355,0.018879,0.65648
0.57163,0.22957,3.1474,1.077,0.036563,0.12124,0.018879,1.1872
0.62687,0.58844,2.9748,1.436,0.82499,2.3682,0.86075,1.732
0.11127,0.43891,0,1.6155,0.5709,0.42819,1.4985,1.2431
0.037609,0.25948,0,0.89748,0.40151,0.096971,1.7664,1.5225
0.037609,0.16976,0,0.35899,0.29564,0.14429,1.8939,1.313
0.037609,0.13985,0,0.35899,0.14742,0.096971,1.996,1.4387
0.037609,0.080041,0,0.1795,0.14742,0.14429,2.2256,1.746
0.037609,0.080041,0,0,0.14742,0.14429,2.6975,1.3269
0.037609,0.050134,0,0,0.0839,0.14429,2.4297,1.3409
