"GI_prot","LHY_prot","LHY_prot_modif","Light*P","PRR5_NI_prot","PRR7_prot","PRR9_prot","TOC1_prot","TOC1_prot_modif","Y_prot"
0.07472,0.14415,0,2.8635,0.40007,0.28035,0.09361,3.1935,3.4272,1.7066
0.071195,0.66842,0,0.85625,0.26671,0.36417,2.8704,2.8423,4.6442,2.099
0.069866,0.84317,0.20913,0.07138,0.40007,0.86707,3.3332,2.3187,3.159,2.6922
0.080942,0.55191,0.31369,0,0.80014,2.7948,2.2754,2.4707,0.63177,2.7926
0.066675,0.43541,0.10456,0,1.2002,4.2197,1.482,0.81758,1.0209,3.1211
0.029771,0.37716,0,0,1.4669,3.7168,1.0523,2.4088,0.77695,3.1302
0.087287,0.14415,0,0.254,4.6675,3.3816,0.42418,1.8372,1.4505,3.4131
0.0046395,0.2024,0,0.0011568,5.3343,0.78325,0.027497,2.4703,2.9716,2.9295
0,0.085901,0,5.7494e-07,3.734,0.69944,0.027497,1.9988,1.8522,2.2541
0.061788,0.02765,0,4.5277e-10,2.5338,0.44799,0.027497,2.469,2.2619,1.8982
0.054533,0.02765,0,7.3878e-07,0.66679,0.28035,0.027497,3.666,2.8289,1.9165
0.025099,0.02765,0,0.0022614,0.13336,0.19654,0.027497,2.4968,5.0918,1.7705
0.084357,0.02765,0,3.0336,0.13336,0.19654,0.29195,3.3562,3.0587,1.6609
0.30021,0.012246,0,2.8635,0.13336,0.19654,0.29195,4.2443,2.8026,1.5241
0.33149,0.076255,0,0.92761,0.13336,0.36417,2.1762,3.4424,1.0595,2.1538
0.48787,0.041039,0,0.21414,0,0.95089,2.2092,2.1785,2.3704,2.9751
0.73807,0.099171,0,0.07138,0.53343,1.5376,1.3828,2.8277,2.5303,3.8786
1.2385,0.096879,0,0,0.53343,1.5376,0.75474,3.1157,3.1731,4.0702
1.2698,0.0252,0,0,1.0669,1.2023,0.45723,2.8115,1.6533,4.3896
1.6138,0.055075,0,0.07257,0.9335,0.69944,0.15972,2.1273,1.635,4.3714
3.115,0.11986,0,0.0011568,0.66679,0.28035,0.09361,2.099,2.334,3.5318
3.3965,0,0,5.9136e-07,0.53343,0.19654,0.027497,3.7021,0.86746,2.537
2.5833,0.016584,0,4.4199e-10,0.26671,0.19654,0.027497,2.6061,2.0045,1.9256
1.864,0.033896,0,7.1495e-07,0.26671,0.19654,0.027497,5.1658,1.4207,1.6153
1.0821,0.10534,0,0.0023328,0.13336,0.19654,0.027497,1.6174,1.9425,1.451
0.36277,0.078505,0,2.8552,0.13336,0.19654,0.19278,2.7969,1.9686,1.4784
0.33149,0.02765,0,2.9325,0.26671,0.19654,0.09361,3.0654,3.4964,1.3415
0.23766,0.55191,0.10456,1.213,0.13336,0.19654,3.0026,2.6138,2.1569,1.953
0.48787,0.55191,0.10456,0.14276,0,1.6214,3.2009,1.6144,0.8881,2.6557
0.67552,0.61016,0.10456,0,0.26671,2.4596,1.9117,3.4778,2.3419,3.1211
1.4261,0.49366,0.10456,0,0.80014,3.2977,0.85391,2.4136,2.3472,3.4862
1.4887,0.55191,0.10456,0,2.8005,2.9625,0.45723,1.1587,1.0381,3.55
2.1142,0.49366,0.10456,0.18143,2.1337,2.2081,0.15972,3.2856,2.6151,3.4497
3.8656,0.2024,0.10456,0.0011075,2.1337,0.78325,0.060554,2.457,1.4832,2.6648
4.022,0.14415,0,5.7494e-07,1.4669,0.28035,0.027497,2.791,1.4528,2.1903
3.2714,0.085901,0,4.4199e-10,0.9335,0.44799,0.027497,3.5435,2.1952,1.8982
2.4895,0.085901,0,6.9112e-07,0.66679,0.36417,0.027497,3.9583,3.1954,1.6883
1.6763,0.02765,0,0.0022376,0.40007,0.28035,0.027497,2.1287,2.9808,1.7522
0.26894,0.26066,0,2.9266,0.13336,0.19654,0.22584,2.7357,3.3206,1.7613
0.14384,0.49366,0.73195,2.76,0.26671,0.083311,0.030848,2.5247,2.2518,0.61145
0.17511,2.3577,0.83651,1.4271,0.40007,0.11869,0.026634,2.691,1.3861,1.3689
0.33149,4.3383,1.9867,0.3569,0.26671,0.38283,0.017054,3.7059,0.74353,1.4145
0.081285,5.9111,2.6141,0,0.26671,0.1342,0.031891,3.2176,1.1873,0.85785
0.050009,5.5615,3.0323,0,0.66679,0,0.048291,3.2512,3.1981,0.43805
0.11256,5.0373,4.1825,0,1.0669,0.12585,0.091045,3.0283,1.0936,0.20077
0.17511,4.8043,4.9145,0.10886,1.6003,0.11202,0.028276,2.3234,1.7519,0.10951
0.73807,3.2897,5.4373,0.0011568,1.6003,0.1075,0.035556,1.0491,3.0542,0.04563
0.92573,1.8334,5.751,5.6672e-07,1.3336,0.23984,0.049857,2.7174,4.1607,0
0.58169,1.3674,3.7643,4.366e-10,1.3336,0.24601,0.06751,3.6103,3.1889,0.027378
