"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.089967,2.2677,-0.34393,-1.7054,1.8277,1.9649,0.9542
-0.089967,1.4292,0.16666,1.2791,-0.11614,0.14212,-1.1465
-0.089967,-0.44945,-0.26288,1.832,-1.7702,-1.596,-1.2592
-0.089967,1.589,0.54107,1.634,-0.16625,-1.1672,-0.0074288
-0.089967,-1.4469,0.42191,1.763,-0.43128,-0.42611,-0.26771
-0.089967,-0.32292,-0.60114,0.54663,0.63511,-0.33952,-0.11908
-0.089967,-0.28448,0.73025,0.27052,-0.049181,-0.16333,-0.12448
-0.089967,-1.4955,0.96776,-0.61097,-0.71977,-0.20292,0.067442
-0.089967,-0.53783,0.62216,-0.87936,-0.23289,-0.13719,-0.2426
-0.089967,-0.85703,-0.97313,0.25903,-0.28072,-0.037691,0.45631
-0.089967,-0.19642,-0.23563,-0.59685,-0.52914,-0.093726,0.36626
-0.089967,-0.1986,0.91607,-1.8911,1.0624,0.63208,0.31352
-0.089967,0.52945,-0.80113,-1.3823,0.69852,1.0506,0.56782
3.4204,-0.097657,-0.020971,-0.055748,2.5462,0.096346,3.9822
2.5724,-0.097657,-0.020971,-0.055748,-0.27585,1.1729,2.2601
-1.4809,-0.097657,-0.020971,-0.055748,-2.7313,-0.45865,-0.41331
0.17685,-0.097657,-0.020971,-0.055748,-0.14248,-0.064536,0.78784
-0.501,-0.097657,-0.020971,-0.055748,-0.30938,0.10201,-0.94854
0.81919,-0.097657,-0.020971,-0.055748,-0.0067297,-0.22226,0.55346
-2.7177,-0.097657,-0.020971,-0.055748,-0.061933,1.0926,-2.5691
-2.8268,-0.097657,-0.020971,-0.055748,-0.040855,0.061706,-3.0633
0.36903,-0.097657,-0.020971,-0.055748,-0.18464,-1.2096,0.34376
-0.42225,-0.097657,-0.020971,-0.055748,0.11775,-0.34967,-0.48217
-0.010014,-0.097657,-0.020971,-0.055748,-0.57669,0.63638,0.14351
0.16915,-0.097657,-0.020971,-0.055748,1.5406,-0.40874,0.42241
1.3578,-0.097657,-0.020971,-0.055748,0.9838,-0.59621,0.42303
2.902,0.98411,-0.99991,-1.1188,0.76462,-0.050144,3.6774
1.46,0.83997,-1.309,-0.72156,-0.38309,-0.050144,0.52252
-1.0899,0.79558,-0.30926,0.38886,-1.1111,-0.050144,-2.5699
-1.0924,0.010115,0.17613,0.58568,0.065487,-0.050144,-0.95134
-0.798,-0.25894,1.0531,2.6826,-0.09475,-0.050144,-1.0169
0.032637,0.38479,2.3594,1.0146,0.042792,-0.050144,-0.18547
-1.2527,-0.6494,0.029699,0.19995,-0.034105,-0.050144,-0.24393
-0.39223,-0.97292,-1.8109,0.85098,-0.094104,-0.050144,-0.00072898
-0.15507,-0.87619,0.28441,-0.99877,0.13549,-0.050144,-0.055033
-0.034606,-0.48389,0.23003,-0.57288,-0.29563,-0.050144,0.24771
-0.21671,-0.38996,0.045042,-1.8956,-0.41045,-0.050144,0.24368
0.27274,-0.18193,-0.50107,-1.5517,0.53771,-0.050144,0.70953
0.73416,0.45565,-1.1939,0.32679,0.24116,-0.050144,0.5064
1.7197,2.4571,-1.313,-0.055748,-0.072789,0.021487,-0.5543
0.60676,1.3682,-0.1999,-0.055748,-0.072789,-0.84969,-1.2205
-1.5726,0.22357,0.43893,-0.055748,-0.072789,-1.1914,-1.0318
-0.2522,-0.22326,0.15063,-0.055748,-0.072789,-0.72602,-0.14725
-0.2281,-1.0449,3.1879,-0.055748,-0.072789,-0.40231,-0.14921
0.18163,-0.4243,4.1649,-0.055748,-0.072789,-0.31451,-0.2755
-0.60988,-1.6337,-3.565,-0.055748,-0.072789,-0.094983,0.051434
-0.56282,-0.29769,-0.41218,-0.055748,-0.072789,-0.18927,-0.0097516
-0.010577,-0.60342,0.27879,-0.055748,-0.072789,-0.1005,0.10362
-0.073416,-0.45797,-2.004,-0.055748,-0.072789,0.28376,1.0779
-0.22343,-0.19585,1.0222,-0.055748,-0.072789,0.90104,0.47253
0.35247,-0.044262,-1.8211,-0.055748,-0.072789,2.1571,0.60763
0.47552,0.59087,-0.24714,-0.055748,-0.072789,2.1569,1.3554
0.39771,1.501,0.046642,-1.0234,2.0132,2.2666,0.24512
0.34872,1.7722,-0.15023,1.0954,-0.033165,-1.6897,-1.6524
-0.64154,-1.9226,0.2461,1.5029,-1.86,-1.7084,-0.75287
-0.28684,-0.025153,0.62671,2.4693,-0.16658,-0.73944,0.10423
-0.17238,0.45037,0.43827,0.23619,-0.50109,-0.9635,-0.39515
-0.025394,-0.65903,1.0708,0.78618,0.14627,-0.6318,-0.047627
0.02346,-0.11289,-1.037,0.484,0.32513,-0.71191,-0.20866
-0.10611,0.21431,0.59646,-0.27923,-0.22718,-0.16433,0.11132
-0.094159,-0.74537,-0.05474,0.53992,-0.36865,-0.16148,0.22339
-0.014943,-0.75945,0.75162,-0.28773,-0.21447,0.18811,-0.14595
0.14999,-0.21097,1.5806,-0.7542,-0.33505,0.040118,0.17723
0.21626,-0.34852,-0.44648,-1.0338,-0.2018,0.18503,0.38423
-0.29234,0.38027,-0.4138,0.44953,0.21046,0.24762,-0.026727
2.2724,3.5701,-0.43744,-0.38405,2.2243,1.722,1.738
0.60676,2.3952,0.24333,0.70029,0.44386,-2.3785,-1.5883
-2.4195,-0.91579,-0.33663,2.9297,-2.9493,-2.2859,-1.8092
-0.28418,0.36655,1.3175,1.7577,-0.28681,-1.4333,0.26398
-0.17369,-1.3601,0.811,0.9788,0.37326,-0.88291,-0.47745
0.13505,-0.5299,-0.038524,0.41585,-0.099999,-0.079798,0.011557
-0.33446,-0.53916,-0.099874,-0.32545,0.16964,-0.67943,-0.16819
-0.47501,-1.4672,-0.2491,0.059704,-0.34369,-0.17367,-0.038304
-0.09703,-0.38105,1.3189,-0.8209,-0.42591,-0.14323,0.044521
-0.055986,-0.65394,-0.66985,-0.63135,0.12697,0.053856,0.34088
-0.25762,-0.59286,-1.4299,-1.9754,-0.72126,0.56437,0.20718
0.48934,-0.02136,-0.82483,-1.7264,0.97177,0.85366,0.72937
0.48367,0.99914,-0.066536,0.0096835,0.84639,0.61262,0.4082
1.2591,1.1779,-0.46002,-0.66577,1.8422,2.7077,2.0556
1.1194,1.1484,-0.84216,0.038447,-0.35572,0.80096,-1.0644
-1.7992,-0.46754,-0.23971,1.5786,-2.0494,-1.4931,-2.0775
-0.48204,0.41264,0.93174,0.56683,0.3035,-0.85232,-0.10156
-0.025458,-1.5265,2.5301,0.6872,-0.32261,-1.1034,-0.50658
0.32867,-0.2627,-0.75855,0.6875,0.036909,0.003536,0.69762
-0.3505,0.43973,-0.5615,0.27739,0.18481,-0.41491,-0.27367
0.081631,-0.89162,1.2767,1.2911,-0.36361,-0.16508,-0.11231
0.71988,-0.45886,-0.58268,-0.59551,-0.35626,-0.12169,0.411
0.16615,-0.022174,-0.79029,-1.6597,-0.20495,1.064,0.74232
0.63194,0.10204,-0.9852,-1.3707,0.12985,1.2068,0.63789
-0.22176,-0.19033,0.58115,-0.22422,-0.029218,0.31604,-0.23942
