"GI_mRNA","LHY_mRNA","Light*P","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0,1.0326,2.7229,0.084756,0.10988,1.3911,1.0845,0.72821
0.023794,0.6306,1.2274,0.042378,0.39845,4.6069,1.5035,1.0607
0.013508,0.29044,0.14445,0.21189,1.192,1.2965,2.0622,0.47492
0.030671,0.13582,0,0.93232,1.3724,0.44529,1.9226,0.2058
0.011289,0.10489,0,1.7375,1.5527,0.20884,2.1554,0.14248
0.0062975,0.073971,0,1.907,1.156,0.11426,1.4104,0.15831
0.018387,0.073971,0.036716,1.9494,0.79524,0.16155,1.6898,0.25329
0.029807,0.073971,0.0010709,1.1866,0.47059,0.20884,1.0845,0.15831
0.048341,0.19767,5.4851e-07,0.50854,0.29023,0.066966,1.3639,0.23746
0.020528,0.19767,4.5814e-10,0.16951,0.18202,0.066966,1.5967,0.34827
0.01565,1.0017,7.4755e-07,0.084756,0.14595,0.066966,1.9226,0.34827
0.030569,3.0117,0.0023364,0.042378,0.39845,0.11426,1.5035,0.12665
0.01773,4.2177,3.3224,0.16951,1.4085,2.2896,1.1311,0.17414
0.42298,0.075908,3.1069,0,0.037731,1.533,1.6432,0.2058
1.6793,0.025044,0.72201,0,0.7231,3.2354,1.6432,0.45909
1.4071,0.03412,0.14445,0.25427,1.156,1.0601,1.9691,0.58573
1.7212,0.069688,0,0.9747,1.2281,0.20884,2.2485,0.79153
1.9515,0.085509,0,1.6527,0.9756,0.16155,2.6675,0.71238
1.5955,0.037897,0,1.1866,0.61488,0.066966,3.2262,0.63323
1.2815,0.07902,0.11015,0.9747,0.32631,0.066966,3.3659,0.33244
0.23453,0.012425,0.0011705,0.50854,0.25416,0.066966,2.9003,0
0.067025,0.031468,6.6487e-07,0.12713,0.14595,0.066966,1.876,0.079153
0.046086,0.039861,5.0177e-10,0.042378,0.10988,0.066966,1.6898,0.063323
0.025147,0.035715,7.6363e-07,0,0.10988,0.066966,1.457,0.17414
