"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.010428,3.2711,-0.34878,-0.12212,4.765,0.13395,-1.2948
-0.02242,2.3662,-0.34878,0.81646,-0.091434,-0.77817,-1.172
-0.041571,0.83923,0.64213,2.0395,-3.2295,-1.9436,-0.65009
0.0071783,-0.32015,0.80728,1.3,-1.0627,-1.6903,-0.15887
-0.046542,0.38679,-0.34878,0.56048,-0.27822,-0.87951,0.025334
-0.0421,0.92406,0.14667,0.64581,0.24478,-0.47413,0.11744
-0.039543,-0.94226,0.64213,-0.0083535,0.13271,-0.17009,-0.066769
-0.064241,-1.3947,0.14667,-0.29277,0.095353,-0.018072,-0.066769
-0.028481,-1.0836,0.64213,-0.0083535,0.20743,0.083274,0.11744
0.020526,-0.85742,0.31183,-0.3781,0.3195,0.13395,0.27094
0.041048,-0.60293,-0.84424,-0.179,0.13271,0.18462,0.33234
-0.0013115,-0.60293,0.47698,-0.036795,0.87986,0.33664,1.192
0.4107,-0.62743,-1.1745,-3.2223,0.95458,0.74202,0.20954
3.0012,-0.51067,-2.1655,-2.9379,1.627,1.0967,0.14814
2.4569,-0.0050573,-0.018479,-0.0083535,-0.53972,1.0461,0.76216
-0.89098,-0.040258,-0.018479,-0.0083535,-3.0427,1.5021,-0.8343
-0.82334,-0.0072534,-0.018479,-0.0083535,-1.0627,0.84337,-0.65009
0.055897,0.069107,-0.018479,-0.0083535,-0.27822,-0.068745,-0.18957
-0.045554,-0.061379,-0.018479,-0.0083535,0.020638,-0.72749,0.11744
-1.7026,-0.066351,-0.018479,-0.0083535,0.020638,-0.72749,-0.09747
-1.9731,0.041216,-0.018479,-0.0083535,-0.054077,0.28597,0.48585
-0.45136,0.050653,-0.018479,-0.0083535,-0.054077,1.4008,0.36305
-0.079371,0.034815,-0.018479,-0.0083535,-0.016719,0.69135,-1.2334
-0.079371,-0.035931,-0.018479,-0.0083535,-0.016719,-0.5248,-0.8343
0.63078,-0.063854,-0.018479,-0.0083535,1.1787,-0.87951,0.36305
1.2395,0.41322,0.64213,0.56048,1.3282,-2.8941,3.8937
5.771,2.4542,-0.018479,0.47516,2.7477,-2.2019,4.5384
2.0849,1.9986,-0.51393,0.44671,0.24478,-0.065122,-2.2465
-3.9345,-0.40498,0.80728,1.0724,-2.8932,0.11418,-3.8737
-0.75571,-0.74431,0.80728,1.1862,-0.31558,0.018465,-1.1106
-0.65426,-0.26359,0.97243,1.1009,-0.50237,0.064286,-0.52728
-0.95861,-0.037374,0.31183,0.90178,-0.72651,-0.032473,0.30164
-1.7702,-0.60293,0.14667,0.61737,0.17007,-0.077048,-0.43518
-1.6688,-1.0271,1.4679,0.04853,0.095353,0.12443,-0.68079
-0.11319,-0.82915,-0.84424,-0.7194,-0.20351,0.040193,0.48585
-0.011737,-0.46154,-1.1745,-1.402,-0.35294,0.026016,1.192
-0.011737,-0.29187,-0.018479,-1.3451,-0.53972,0.071687,1.806
0.83369,0.13229,-1.3397,-1.2029,1.2161,-0.046321,1.7446
0.69842,0.21712,-0.34878,-1.2552,-0.093036,1.5074,-0.43518
1.7806,1.6593,-0.018479,-0.554,-1.6222,2.2684,-1.6632
0.12353,1.8007,-0.51393,-0.024298,-0.10266,0.23529,-1.9395
-2.0069,-0.15048,0.80728,-0.059567,-0.020237,-1.0315,-1.5404
-0.34991,-0.065652,1.1376,-0.021874,0.058632,-1.1329,-0.22027
0.02208,-0.26359,0.14667,-0.015897,-0.021396,-0.98086,0.056035
0.29262,-1.3381,1.633,0.026291,0.013175,-0.42346,0.36305
